node_id,values,exprs,parent_values,parent_exprs,parent_id,depth
241,"(6, 2.5)","('6', '((6/4)+1)')","(1, 6, 1.5)","('1', '6', '(6/4)')",12.0,2
242,"(6, 1.5)","('6', '((6/4)*1)')","(1, 6, 1.5)","('1', '6', '(6/4)')",12.0,2
243,"(1, 7.5)","('1', '((6/4)+6)')","(1, 6, 1.5)","('1', '6', '(6/4)')",12.0,2
244,"(1, 9.0)","('1', '((6/4)*6)')","(1, 6, 1.5)","('1', '6', '(6/4)')",12.0,2
245,"(5, 12)","('(1+4)', '(6+6)')","(6, 6, 5)","('6', '6', '(1+4)')",13.0,2
246,"(5, 0)","('(1+4)', '(6-6)')","(6, 6, 5)","('6', '6', '(1+4)')",13.0,2
247,"(5, 36)","('(1+4)', '(6*6)')","(6, 6, 5)","('6', '6', '(1+4)')",13.0,2
248,"(5, 1.0)","('(1+4)', '(6/6)')","(6, 6, 5)","('6', '6', '(1+4)')",13.0,2
249,"(6, 11)","('6', '(6+(1+4))')","(6, 6, 5)","('6', '6', '(1+4)')",13.0,2
250,"(6, 1)","('6', '(6-(1+4))')","(6, 6, 5)","('6', '6', '(1+4)')",13.0,2
251,"(6, -1)","('6', '((1+4)-6)')","(6, 6, 5)","('6', '6', '(1+4)')",13.0,2
252,"(6, 30)","('6', '(6*(1+4))')","(6, 6, 5)","('6', '6', '(1+4)')",13.0,2
253,"(6, 1.2)","('6', '(6/(1+4))')","(6, 6, 5)","('6', '6', '(1+4)')",13.0,2
254,"(6, 0.8333333333333334)","('6', '((1+4)/6)')","(6, 6, 5)","('6', '6', '(1+4)')",13.0,2
255,"(6, 11)","('6', '((1+4)+6)')","(6, 6, 5)","('6', '6', '(1+4)')",13.0,2
256,"(6, 30)","('6', '((1+4)*6)')","(6, 6, 5)","('6', '6', '(1+4)')",13.0,2
257,"(4, 12)","('(1*4)', '(6+6)')","(6, 6, 4)","('6', '6', '(1*4)')",14.0,2
258,"(4, 0)","('(1*4)', '(6-6)')","(6, 6, 4)","('6', '6', '(1*4)')",14.0,2
259,"(4, 36)","('(1*4)', '(6*6)')","(6, 6, 4)","('6', '6', '(1*4)')",14.0,2
260,"(4, 1.0)","('(1*4)', '(6/6)')","(6, 6, 4)","('6', '6', '(1*4)')",14.0,2
261,"(6, 10)","('6', '(6+(1*4))')","(6, 6, 4)","('6', '6', '(1*4)')",14.0,2
262,"(6, 2)","('6', '(6-(1*4))')","(6, 6, 4)","('6', '6', '(1*4)')",14.0,2
263,"(6, -2)","('6', '((1*4)-6)')","(6, 6, 4)","('6', '6', '(1*4)')",14.0,2
264,"(6, 24)","('6', '(6*(1*4))')","(6, 6, 4)","('6', '6', '(1*4)')",14.0,2
265,"(6, 1.5)","('6', '(6/(1*4))')","(6, 6, 4)","('6', '6', '(1*4)')",14.0,2
266,"(6, 0.6666666666666666)","('6', '((1*4)/6)')","(6, 6, 4)","('6', '6', '(1*4)')",14.0,2
267,"(6, 10)","('6', '((1*4)+6)')","(6, 6, 4)","('6', '6', '(1*4)')",14.0,2
268,"(6, 24)","('6', '((1*4)*6)')","(6, 6, 4)","('6', '6', '(1*4)')",14.0,2
269,"(7, 10)","('(1+6)', '(4+6)')","(4, 6, 7)","('4', '6', '(1+6)')",15.0,2
270,"(7, -2)","('(1+6)', '(4-6)')","(4, 6, 7)","('4', '6', '(1+6)')",15.0,2
271,"(7, 2)","('(1+6)', '(6-4)')","(4, 6, 7)","('4', '6', '(1+6)')",15.0,2
272,"(7, 24)","('(1+6)', '(4*6)')","(4, 6, 7)","('4', '6', '(1+6)')",15.0,2
273,"(7, 0.6666666666666666)","('(1+6)', '(4/6)')","(4, 6, 7)","('4', '6', '(1+6)')",15.0,2
274,"(7, 1.5)","('(1+6)', '(6/4)')","(4, 6, 7)","('4', '6', '(1+6)')",15.0,2
275,"(6, 11)","('6', '(4+(1+6))')","(4, 6, 7)","('4', '6', '(1+6)')",15.0,2
276,"(6, -3)","('6', '(4-(1+6))')","(4, 6, 7)","('4', '6', '(1+6)')",15.0,2
277,"(6, 3)","('6', '((1+6)-4)')","(4, 6, 7)","('4', '6', '(1+6)')",15.0,2
278,"(6, 28)","('6', '(4*(1+6))')","(4, 6, 7)","('4', '6', '(1+6)')",15.0,2
279,"(6, 0.5714285714285714)","('6', '(4/(1+6))')","(4, 6, 7)","('4', '6', '(1+6)')",15.0,2
280,"(6, 1.75)","('6', '((1+6)/4)')","(4, 6, 7)","('4', '6', '(1+6)')",15.0,2
281,"(7, 10)","('(1+6)', '(6+4)')","(4, 6, 7)","('4', '6', '(1+6)')",15.0,2
282,"(7, 24)","('(1+6)', '(6*4)')","(4, 6, 7)","('4', '6', '(1+6)')",15.0,2
283,"(4, 13)","('4', '(6+(1+6))')","(4, 6, 7)","('4', '6', '(1+6)')",15.0,2
284,"(4, -1)","('4', '(6-(1+6))')","(4, 6, 7)","('4', '6', '(1+6)')",15.0,2
285,"(4, 1)","('4', '((1+6)-6)')","(4, 6, 7)","('4', '6', '(1+6)')",15.0,2
286,"(4, 42)","('4', '(6*(1+6))')","(4, 6, 7)","('4', '6', '(1+6)')",15.0,2
287,"(4, 0.8571428571428571)","('4', '(6/(1+6))')","(4, 6, 7)","('4', '6', '(1+6)')",15.0,2
288,"(4, 1.1666666666666667)","('4', '((1+6)/6)')","(4, 6, 7)","('4', '6', '(1+6)')",15.0,2
289,"(6, 11)","('6', '((1+6)+4)')","(4, 6, 7)","('4', '6', '(1+6)')",15.0,2
290,"(6, 28)","('6', '((1+6)*4)')","(4, 6, 7)","('4', '6', '(1+6)')",15.0,2
291,"(4, 13)","('4', '((1+6)+6)')","(4, 6, 7)","('4', '6', '(1+6)')",15.0,2
292,"(4, 42)","('4', '((1+6)*6)')","(4, 6, 7)","('4', '6', '(1+6)')",15.0,2
293,"(-5, 10)","('(1-6)', '(4+6)')","(4, 6, -5)","('4', '6', '(1-6)')",16.0,2
294,"(-5, -2)","('(1-6)', '(4-6)')","(4, 6, -5)","('4', '6', '(1-6)')",16.0,2
295,"(-5, 2)","('(1-6)', '(6-4)')","(4, 6, -5)","('4', '6', '(1-6)')",16.0,2
296,"(-5, 24)","('(1-6)', '(4*6)')","(4, 6, -5)","('4', '6', '(1-6)')",16.0,2
297,"(-5, 0.6666666666666666)","('(1-6)', '(4/6)')","(4, 6, -5)","('4', '6', '(1-6)')",16.0,2
298,"(-5, 1.5)","('(1-6)', '(6/4)')","(4, 6, -5)","('4', '6', '(1-6)')",16.0,2
299,"(6, -1)","('6', '(4+(1-6))')","(4, 6, -5)","('4', '6', '(1-6)')",16.0,2
300,"(6, 9)","('6', '(4-(1-6))')","(4, 6, -5)","('4', '6', '(1-6)')",16.0,2
301,"(6, -9)","('6', '((1-6)-4)')","(4, 6, -5)","('4', '6', '(1-6)')",16.0,2
302,"(6, -20)","('6', '(4*(1-6))')","(4, 6, -5)","('4', '6', '(1-6)')",16.0,2
303,"(6, -0.8)","('6', '(4/(1-6))')","(4, 6, -5)","('4', '6', '(1-6)')",16.0,2
304,"(6, -1.25)","('6', '((1-6)/4)')","(4, 6, -5)","('4', '6', '(1-6)')",16.0,2
305,"(-5, 10)","('(1-6)', '(6+4)')","(4, 6, -5)","('4', '6', '(1-6)')",16.0,2
306,"(-5, 24)","('(1-6)', '(6*4)')","(4, 6, -5)","('4', '6', '(1-6)')",16.0,2
307,"(4, 1)","('4', '(6+(1-6))')","(4, 6, -5)","('4', '6', '(1-6)')",16.0,2
308,"(4, 11)","('4', '(6-(1-6))')","(4, 6, -5)","('4', '6', '(1-6)')",16.0,2
309,"(4, -11)","('4', '((1-6)-6)')","(4, 6, -5)","('4', '6', '(1-6)')",16.0,2
310,"(4, -30)","('4', '(6*(1-6))')","(4, 6, -5)","('4', '6', '(1-6)')",16.0,2
311,"(4, -1.2)","('4', '(6/(1-6))')","(4, 6, -5)","('4', '6', '(1-6)')",16.0,2
312,"(4, -0.8333333333333334)","('4', '((1-6)/6)')","(4, 6, -5)","('4', '6', '(1-6)')",16.0,2
313,"(6, -1)","('6', '((1-6)+4)')","(4, 6, -5)","('4', '6', '(1-6)')",16.0,2
314,"(6, -20)","('6', '((1-6)*4)')","(4, 6, -5)","('4', '6', '(1-6)')",16.0,2
315,"(4, 1)","('4', '((1-6)+6)')","(4, 6, -5)","('4', '6', '(1-6)')",16.0,2
316,"(4, -30)","('4', '((1-6)*6)')","(4, 6, -5)","('4', '6', '(1-6)')",16.0,2
317,"(5, 10)","('(6-1)', '(4+6)')","(4, 6, 5)","('4', '6', '(6-1)')",17.0,2
318,"(5, -2)","('(6-1)', '(4-6)')","(4, 6, 5)","('4', '6', '(6-1)')",17.0,2
319,"(5, 2)","('(6-1)', '(6-4)')","(4, 6, 5)","('4', '6', '(6-1)')",17.0,2
320,"(5, 24)","('(6-1)', '(4*6)')","(4, 6, 5)","('4', '6', '(6-1)')",17.0,2
321,"(5, 0.6666666666666666)","('(6-1)', '(4/6)')","(4, 6, 5)","('4', '6', '(6-1)')",17.0,2
322,"(5, 1.5)","('(6-1)', '(6/4)')","(4, 6, 5)","('4', '6', '(6-1)')",17.0,2
323,"(6, 9)","('6', '(4+(6-1))')","(4, 6, 5)","('4', '6', '(6-1)')",17.0,2
324,"(6, -1)","('6', '(4-(6-1))')","(4, 6, 5)","('4', '6', '(6-1)')",17.0,2
325,"(6, 1)","('6', '((6-1)-4)')","(4, 6, 5)","('4', '6', '(6-1)')",17.0,2
326,"(6, 20)","('6', '(4*(6-1))')","(4, 6, 5)","('4', '6', '(6-1)')",17.0,2
327,"(6, 0.8)","('6', '(4/(6-1))')","(4, 6, 5)","('4', '6', '(6-1)')",17.0,2
328,"(6, 1.25)","('6', '((6-1)/4)')","(4, 6, 5)","('4', '6', '(6-1)')",17.0,2
329,"(5, 10)","('(6-1)', '(6+4)')","(4, 6, 5)","('4', '6', '(6-1)')",17.0,2
330,"(5, 24)","('(6-1)', '(6*4)')","(4, 6, 5)","('4', '6', '(6-1)')",17.0,2
331,"(4, 11)","('4', '(6+(6-1))')","(4, 6, 5)","('4', '6', '(6-1)')",17.0,2
332,"(4, 1)","('4', '(6-(6-1))')","(4, 6, 5)","('4', '6', '(6-1)')",17.0,2
333,"(4, -1)","('4', '((6-1)-6)')","(4, 6, 5)","('4', '6', '(6-1)')",17.0,2
334,"(4, 30)","('4', '(6*(6-1))')","(4, 6, 5)","('4', '6', '(6-1)')",17.0,2
335,"(4, 1.2)","('4', '(6/(6-1))')","(4, 6, 5)","('4', '6', '(6-1)')",17.0,2
336,"(4, 0.8333333333333334)","('4', '((6-1)/6)')","(4, 6, 5)","('4', '6', '(6-1)')",17.0,2
337,"(6, 9)","('6', '((6-1)+4)')","(4, 6, 5)","('4', '6', '(6-1)')",17.0,2
338,"(6, 20)","('6', '((6-1)*4)')","(4, 6, 5)","('4', '6', '(6-1)')",17.0,2
339,"(4, 11)","('4', '((6-1)+6)')","(4, 6, 5)","('4', '6', '(6-1)')",17.0,2
340,"(4, 30)","('4', '((6-1)*6)')","(4, 6, 5)","('4', '6', '(6-1)')",17.0,2
341,"(6, 10)","('(1*6)', '(4+6)')","(4, 6, 6)","('4', '6', '(1*6)')",18.0,2
342,"(6, -2)","('(1*6)', '(4-6)')","(4, 6, 6)","('4', '6', '(1*6)')",18.0,2
343,"(6, 2)","('(1*6)', '(6-4)')","(4, 6, 6)","('4', '6', '(1*6)')",18.0,2
344,"(6, 24)","('(1*6)', '(4*6)')","(4, 6, 6)","('4', '6', '(1*6)')",18.0,2
345,"(6, 0.6666666666666666)","('(1*6)', '(4/6)')","(4, 6, 6)","('4', '6', '(1*6)')",18.0,2
346,"(6, 1.5)","('(1*6)', '(6/4)')","(4, 6, 6)","('4', '6', '(1*6)')",18.0,2
347,"(6, 10)","('6', '(4+(1*6))')","(4, 6, 6)","('4', '6', '(1*6)')",18.0,2
348,"(6, -2)","('6', '(4-(1*6))')","(4, 6, 6)","('4', '6', '(1*6)')",18.0,2
349,"(6, 2)","('6', '((1*6)-4)')","(4, 6, 6)","('4', '6', '(1*6)')",18.0,2
350,"(6, 24)","('6', '(4*(1*6))')","(4, 6, 6)","('4', '6', '(1*6)')",18.0,2
351,"(6, 0.6666666666666666)","('6', '(4/(1*6))')","(4, 6, 6)","('4', '6', '(1*6)')",18.0,2
352,"(6, 1.5)","('6', '((1*6)/4)')","(4, 6, 6)","('4', '6', '(1*6)')",18.0,2
353,"(6, 10)","('(1*6)', '(6+4)')","(4, 6, 6)","('4', '6', '(1*6)')",18.0,2
354,"(6, 24)","('(1*6)', '(6*4)')","(4, 6, 6)","('4', '6', '(1*6)')",18.0,2
355,"(4, 12)","('4', '(6+(1*6))')","(4, 6, 6)","('4', '6', '(1*6)')",18.0,2
356,"(4, 0)","('4', '(6-(1*6))')","(4, 6, 6)","('4', '6', '(1*6)')",18.0,2
357,"(4, 0)","('4', '((1*6)-6)')","(4, 6, 6)","('4', '6', '(1*6)')",18.0,2
358,"(4, 36)","('4', '(6*(1*6))')","(4, 6, 6)","('4', '6', '(1*6)')",18.0,2
359,"(4, 1.0)","('4', '(6/(1*6))')","(4, 6, 6)","('4', '6', '(1*6)')",18.0,2
360,"(4, 1.0)","('4', '((1*6)/6)')","(4, 6, 6)","('4', '6', '(1*6)')",18.0,2
361,"(6, 10)","('6', '((1*6)+4)')","(4, 6, 6)","('4', '6', '(1*6)')",18.0,2
362,"(6, 24)","('6', '((1*6)*4)')","(4, 6, 6)","('4', '6', '(1*6)')",18.0,2
363,"(4, 12)","('4', '((1*6)+6)')","(4, 6, 6)","('4', '6', '(1*6)')",18.0,2
364,"(4, 36)","('4', '((1*6)*6)')","(4, 6, 6)","('4', '6', '(1*6)')",18.0,2
365,"(0.16666666666666666, 10)","('(1/6)', '(4+6)')","(4, 6, 0.16666666666666666)","('4', '6', '(1/6)')",19.0,2
366,"(0.16666666666666666, -2)","('(1/6)', '(4-6)')","(4, 6, 0.16666666666666666)","('4', '6', '(1/6)')",19.0,2
367,"(0.16666666666666666, 2)","('(1/6)', '(6-4)')","(4, 6, 0.16666666666666666)","('4', '6', '(1/6)')",19.0,2
368,"(0.16666666666666666, 24)","('(1/6)', '(4*6)')","(4, 6, 0.16666666666666666)","('4', '6', '(1/6)')",19.0,2
369,"(0.16666666666666666, 0.6666666666666666)","('(1/6)', '(4/6)')","(4, 6, 0.16666666666666666)","('4', '6', '(1/6)')",19.0,2
370,"(0.16666666666666666, 1.5)","('(1/6)', '(6/4)')","(4, 6, 0.16666666666666666)","('4', '6', '(1/6)')",19.0,2
371,"(6, 4.166666666666667)","('6', '(4+(1/6))')","(4, 6, 0.16666666666666666)","('4', '6', '(1/6)')",19.0,2
372,"(6, 3.8333333333333335)","('6', '(4-(1/6))')","(4, 6, 0.16666666666666666)","('4', '6', '(1/6)')",19.0,2
373,"(6, -3.8333333333333335)","('6', '((1/6)-4)')","(4, 6, 0.16666666666666666)","('4', '6', '(1/6)')",19.0,2
374,"(6, 0.6666666666666666)","('6', '(4*(1/6))')","(4, 6, 0.16666666666666666)","('4', '6', '(1/6)')",19.0,2
375,"(6, 24.0)","('6', '(4/(1/6))')","(4, 6, 0.16666666666666666)","('4', '6', '(1/6)')",19.0,2
376,"(6, 0.041666666666666664)","('6', '((1/6)/4)')","(4, 6, 0.16666666666666666)","('4', '6', '(1/6)')",19.0,2
377,"(0.16666666666666666, 10)","('(1/6)', '(6+4)')","(4, 6, 0.16666666666666666)","('4', '6', '(1/6)')",19.0,2
378,"(0.16666666666666666, 24)","('(1/6)', '(6*4)')","(4, 6, 0.16666666666666666)","('4', '6', '(1/6)')",19.0,2
379,"(4, 6.166666666666667)","('4', '(6+(1/6))')","(4, 6, 0.16666666666666666)","('4', '6', '(1/6)')",19.0,2
380,"(4, 5.833333333333333)","('4', '(6-(1/6))')","(4, 6, 0.16666666666666666)","('4', '6', '(1/6)')",19.0,2
381,"(4, -5.833333333333333)","('4', '((1/6)-6)')","(4, 6, 0.16666666666666666)","('4', '6', '(1/6)')",19.0,2
382,"(4, 1.0)","('4', '(6*(1/6))')","(4, 6, 0.16666666666666666)","('4', '6', '(1/6)')",19.0,2
383,"(4, 36.0)","('4', '(6/(1/6))')","(4, 6, 0.16666666666666666)","('4', '6', '(1/6)')",19.0,2
384,"(4, 0.027777777777777776)","('4', '((1/6)/6)')","(4, 6, 0.16666666666666666)","('4', '6', '(1/6)')",19.0,2
385,"(6, 4.166666666666667)","('6', '((1/6)+4)')","(4, 6, 0.16666666666666666)","('4', '6', '(1/6)')",19.0,2
386,"(6, 0.6666666666666666)","('6', '((1/6)*4)')","(4, 6, 0.16666666666666666)","('4', '6', '(1/6)')",19.0,2
387,"(4, 6.166666666666667)","('4', '((1/6)+6)')","(4, 6, 0.16666666666666666)","('4', '6', '(1/6)')",19.0,2
388,"(4, 1.0)","('4', '((1/6)*6)')","(4, 6, 0.16666666666666666)","('4', '6', '(1/6)')",19.0,2
389,"(6.0, 10)","('(6/1)', '(4+6)')","(4, 6, 6.0)","('4', '6', '(6/1)')",20.0,2
390,"(6.0, -2)","('(6/1)', '(4-6)')","(4, 6, 6.0)","('4', '6', '(6/1)')",20.0,2
391,"(6.0, 2)","('(6/1)', '(6-4)')","(4, 6, 6.0)","('4', '6', '(6/1)')",20.0,2
392,"(6.0, 24)","('(6/1)', '(4*6)')","(4, 6, 6.0)","('4', '6', '(6/1)')",20.0,2
393,"(6.0, 0.6666666666666666)","('(6/1)', '(4/6)')","(4, 6, 6.0)","('4', '6', '(6/1)')",20.0,2
394,"(6.0, 1.5)","('(6/1)', '(6/4)')","(4, 6, 6.0)","('4', '6', '(6/1)')",20.0,2
395,"(6, 10.0)","('6', '(4+(6/1))')","(4, 6, 6.0)","('4', '6', '(6/1)')",20.0,2
396,"(6, -2.0)","('6', '(4-(6/1))')","(4, 6, 6.0)","('4', '6', '(6/1)')",20.0,2
397,"(6, 2.0)","('6', '((6/1)-4)')","(4, 6, 6.0)","('4', '6', '(6/1)')",20.0,2
398,"(6, 24.0)","('6', '(4*(6/1))')","(4, 6, 6.0)","('4', '6', '(6/1)')",20.0,2
399,"(6, 0.6666666666666666)","('6', '(4/(6/1))')","(4, 6, 6.0)","('4', '6', '(6/1)')",20.0,2
400,"(6, 1.5)","('6', '((6/1)/4)')","(4, 6, 6.0)","('4', '6', '(6/1)')",20.0,2
401,"(6.0, 10)","('(6/1)', '(6+4)')","(4, 6, 6.0)","('4', '6', '(6/1)')",20.0,2
402,"(6.0, 24)","('(6/1)', '(6*4)')","(4, 6, 6.0)","('4', '6', '(6/1)')",20.0,2
403,"(4, 12.0)","('4', '(6+(6/1))')","(4, 6, 6.0)","('4', '6', '(6/1)')",20.0,2
404,"(4, 0.0)","('4', '(6-(6/1))')","(4, 6, 6.0)","('4', '6', '(6/1)')",20.0,2
405,"(4, 0.0)","('4', '((6/1)-6)')","(4, 6, 6.0)","('4', '6', '(6/1)')",20.0,2
406,"(4, 36.0)","('4', '(6*(6/1))')","(4, 6, 6.0)","('4', '6', '(6/1)')",20.0,2
407,"(4, 1.0)","('4', '(6/(6/1))')","(4, 6, 6.0)","('4', '6', '(6/1)')",20.0,2
408,"(4, 1.0)","('4', '((6/1)/6)')","(4, 6, 6.0)","('4', '6', '(6/1)')",20.0,2
409,"(6, 10.0)","('6', '((6/1)+4)')","(4, 6, 6.0)","('4', '6', '(6/1)')",20.0,2
410,"(6, 24.0)","('6', '((6/1)*4)')","(4, 6, 6.0)","('4', '6', '(6/1)')",20.0,2
411,"(4, 12.0)","('4', '((6/1)+6)')","(4, 6, 6.0)","('4', '6', '(6/1)')",20.0,2
412,"(4, 36.0)","('4', '((6/1)*6)')","(4, 6, 6.0)","('4', '6', '(6/1)')",20.0,2
413,"(10, 7)","('(6+4)', '(1+6)')","(1, 6, 10)","('1', '6', '(6+4)')",21.0,2
414,"(10, -5)","('(6+4)', '(1-6)')","(1, 6, 10)","('1', '6', '(6+4)')",21.0,2
415,"(10, 5)","('(6+4)', '(6-1)')","(1, 6, 10)","('1', '6', '(6+4)')",21.0,2
416,"(10, 6)","('(6+4)', '(1*6)')","(1, 6, 10)","('1', '6', '(6+4)')",21.0,2
417,"(10, 0.16666666666666666)","('(6+4)', '(1/6)')","(1, 6, 10)","('1', '6', '(6+4)')",21.0,2
418,"(10, 6.0)","('(6+4)', '(6/1)')","(1, 6, 10)","('1', '6', '(6+4)')",21.0,2
419,"(6, 11)","('6', '(1+(6+4))')","(1, 6, 10)","('1', '6', '(6+4)')",21.0,2
420,"(6, -9)","('6', '(1-(6+4))')","(1, 6, 10)","('1', '6', '(6+4)')",21.0,2
421,"(6, 9)","('6', '((6+4)-1)')","(1, 6, 10)","('1', '6', '(6+4)')",21.0,2
422,"(6, 10)","('6', '(1*(6+4))')","(1, 6, 10)","('1', '6', '(6+4)')",21.0,2
423,"(6, 0.1)","('6', '(1/(6+4))')","(1, 6, 10)","('1', '6', '(6+4)')",21.0,2
424,"(6, 10.0)","('6', '((6+4)/1)')","(1, 6, 10)","('1', '6', '(6+4)')",21.0,2
425,"(10, 7)","('(6+4)', '(6+1)')","(1, 6, 10)","('1', '6', '(6+4)')",21.0,2
426,"(10, 6)","('(6+4)', '(6*1)')","(1, 6, 10)","('1', '6', '(6+4)')",21.0,2
427,"(1, 16)","('1', '(6+(6+4))')","(1, 6, 10)","('1', '6', '(6+4)')",21.0,2
428,"(1, -4)","('1', '(6-(6+4))')","(1, 6, 10)","('1', '6', '(6+4)')",21.0,2
429,"(1, 4)","('1', '((6+4)-6)')","(1, 6, 10)","('1', '6', '(6+4)')",21.0,2
430,"(1, 60)","('1', '(6*(6+4))')","(1, 6, 10)","('1', '6', '(6+4)')",21.0,2
431,"(1, 0.6)","('1', '(6/(6+4))')","(1, 6, 10)","('1', '6', '(6+4)')",21.0,2
432,"(1, 1.6666666666666667)","('1', '((6+4)/6)')","(1, 6, 10)","('1', '6', '(6+4)')",21.0,2
433,"(6, 11)","('6', '((6+4)+1)')","(1, 6, 10)","('1', '6', '(6+4)')",21.0,2
434,"(6, 10)","('6', '((6+4)*1)')","(1, 6, 10)","('1', '6', '(6+4)')",21.0,2
435,"(1, 16)","('1', '((6+4)+6)')","(1, 6, 10)","('1', '6', '(6+4)')",21.0,2
436,"(1, 60)","('1', '((6+4)*6)')","(1, 6, 10)","('1', '6', '(6+4)')",21.0,2
437,"(24, 7)","('(6*4)', '(1+6)')","(1, 6, 24)","('1', '6', '(6*4)')",22.0,2
438,"(24, -5)","('(6*4)', '(1-6)')","(1, 6, 24)","('1', '6', '(6*4)')",22.0,2
439,"(24, 5)","('(6*4)', '(6-1)')","(1, 6, 24)","('1', '6', '(6*4)')",22.0,2
440,"(24, 6)","('(6*4)', '(1*6)')","(1, 6, 24)","('1', '6', '(6*4)')",22.0,2
441,"(24, 0.16666666666666666)","('(6*4)', '(1/6)')","(1, 6, 24)","('1', '6', '(6*4)')",22.0,2
442,"(24, 6.0)","('(6*4)', '(6/1)')","(1, 6, 24)","('1', '6', '(6*4)')",22.0,2
443,"(6, 25)","('6', '(1+(6*4))')","(1, 6, 24)","('1', '6', '(6*4)')",22.0,2
444,"(6, -23)","('6', '(1-(6*4))')","(1, 6, 24)","('1', '6', '(6*4)')",22.0,2
445,"(6, 23)","('6', '((6*4)-1)')","(1, 6, 24)","('1', '6', '(6*4)')",22.0,2
446,"(6, 24)","('6', '(1*(6*4))')","(1, 6, 24)","('1', '6', '(6*4)')",22.0,2
447,"(6, 0.041666666666666664)","('6', '(1/(6*4))')","(1, 6, 24)","('1', '6', '(6*4)')",22.0,2
448,"(6, 24.0)","('6', '((6*4)/1)')","(1, 6, 24)","('1', '6', '(6*4)')",22.0,2
449,"(24, 7)","('(6*4)', '(6+1)')","(1, 6, 24)","('1', '6', '(6*4)')",22.0,2
450,"(24, 6)","('(6*4)', '(6*1)')","(1, 6, 24)","('1', '6', '(6*4)')",22.0,2
451,"(1, 30)","('1', '(6+(6*4))')","(1, 6, 24)","('1', '6', '(6*4)')",22.0,2
452,"(1, -18)","('1', '(6-(6*4))')","(1, 6, 24)","('1', '6', '(6*4)')",22.0,2
453,"(1, 18)","('1', '((6*4)-6)')","(1, 6, 24)","('1', '6', '(6*4)')",22.0,2
454,"(1, 144)","('1', '(6*(6*4))')","(1, 6, 24)","('1', '6', '(6*4)')",22.0,2
455,"(1, 0.25)","('1', '(6/(6*4))')","(1, 6, 24)","('1', '6', '(6*4)')",22.0,2
456,"(1, 4.0)","('1', '((6*4)/6)')","(1, 6, 24)","('1', '6', '(6*4)')",22.0,2
457,"(6, 25)","('6', '((6*4)+1)')","(1, 6, 24)","('1', '6', '(6*4)')",22.0,2
458,"(6, 24)","('6', '((6*4)*1)')","(1, 6, 24)","('1', '6', '(6*4)')",22.0,2
459,"(1, 30)","('1', '((6*4)+6)')","(1, 6, 24)","('1', '6', '(6*4)')",22.0,2
460,"(1, 144)","('1', '((6*4)*6)')","(1, 6, 24)","('1', '6', '(6*4)')",22.0,2
461,"(7, 10)","('(6+1)', '(4+6)')","(4, 6, 7)","('4', '6', '(6+1)')",23.0,2
462,"(7, -2)","('(6+1)', '(4-6)')","(4, 6, 7)","('4', '6', '(6+1)')",23.0,2
463,"(7, 2)","('(6+1)', '(6-4)')","(4, 6, 7)","('4', '6', '(6+1)')",23.0,2
464,"(7, 24)","('(6+1)', '(4*6)')","(4, 6, 7)","('4', '6', '(6+1)')",23.0,2
465,"(7, 0.6666666666666666)","('(6+1)', '(4/6)')","(4, 6, 7)","('4', '6', '(6+1)')",23.0,2
466,"(7, 1.5)","('(6+1)', '(6/4)')","(4, 6, 7)","('4', '6', '(6+1)')",23.0,2
467,"(6, 11)","('6', '(4+(6+1))')","(4, 6, 7)","('4', '6', '(6+1)')",23.0,2
468,"(6, -3)","('6', '(4-(6+1))')","(4, 6, 7)","('4', '6', '(6+1)')",23.0,2
469,"(6, 3)","('6', '((6+1)-4)')","(4, 6, 7)","('4', '6', '(6+1)')",23.0,2
470,"(6, 28)","('6', '(4*(6+1))')","(4, 6, 7)","('4', '6', '(6+1)')",23.0,2
471,"(6, 0.5714285714285714)","('6', '(4/(6+1))')","(4, 6, 7)","('4', '6', '(6+1)')",23.0,2
472,"(6, 1.75)","('6', '((6+1)/4)')","(4, 6, 7)","('4', '6', '(6+1)')",23.0,2
473,"(7, 10)","('(6+1)', '(6+4)')","(4, 6, 7)","('4', '6', '(6+1)')",23.0,2
474,"(7, 24)","('(6+1)', '(6*4)')","(4, 6, 7)","('4', '6', '(6+1)')",23.0,2
475,"(4, 13)","('4', '(6+(6+1))')","(4, 6, 7)","('4', '6', '(6+1)')",23.0,2
476,"(4, -1)","('4', '(6-(6+1))')","(4, 6, 7)","('4', '6', '(6+1)')",23.0,2
477,"(4, 1)","('4', '((6+1)-6)')","(4, 6, 7)","('4', '6', '(6+1)')",23.0,2
478,"(4, 42)","('4', '(6*(6+1))')","(4, 6, 7)","('4', '6', '(6+1)')",23.0,2
479,"(4, 0.8571428571428571)","('4', '(6/(6+1))')","(4, 6, 7)","('4', '6', '(6+1)')",23.0,2
480,"(4, 1.1666666666666667)","('4', '((6+1)/6)')","(4, 6, 7)","('4', '6', '(6+1)')",23.0,2
481,"(6, 11)","('6', '((6+1)+4)')","(4, 6, 7)","('4', '6', '(6+1)')",23.0,2
482,"(6, 28)","('6', '((6+1)*4)')","(4, 6, 7)","('4', '6', '(6+1)')",23.0,2
483,"(4, 13)","('4', '((6+1)+6)')","(4, 6, 7)","('4', '6', '(6+1)')",23.0,2
484,"(4, 42)","('4', '((6+1)*6)')","(4, 6, 7)","('4', '6', '(6+1)')",23.0,2
485,"(6, 10)","('(6*1)', '(4+6)')","(4, 6, 6)","('4', '6', '(6*1)')",24.0,2
